0,50.425,-3.5958333,0,200,90.00000001
0.5,50.425,-3.594428271,0,200.0003835,90.00000001
1,50.425,-3.593023243,0,200.0008284,90.00000001
1.5,50.425,-3.591618214,0,199.9997163,90.00000001
2,50.425,-3.590213186,0,199.9994939,90.00000001
2.5,50.425,-3.588808157,0,199.9997163,90.00000001
3,50.425,-3.587403129,0,199.9994939,90.00000001
3.5,50.425,-3.5859981,0,199.9986042,90.00000001
4,50.425,-3.584593071,0,199.9997163,90.00000001
4.5,50.425,-3.583188043,0,200.000606,90.00000001
5,50.425,-3.581783014,0,200.0003835,90.00000001
5.5,50.425,-3.580377986,0,200.0014956,90.00000001
6,50.425,-3.578972958,0,199.9997163,90.00000001
6.5,50.425,-3.577567929,0,199.9994939,90.00000001
7,50.425,-3.5761629,0,199.9997163,90.00000001
7.5,50.425,-3.574757872,0,199.9994939,90.00000001
8,50.425,-3.573352843,0,199.9994939,90.00000001
8.5,50.425,-3.571947814,0,199.9997163,90.00000001
9,50.425,-3.570542786,0,200.0008284,90.00000001
9.5,50.425,-3.569137757,0,200.0003835,90.00000001
10,50.425,-3.567732729,0,200.000606,90.00000001
10.5,50.425,-3.566327701,0,199.9997163,90.00000001
11,50.425,-3.564922672,0,199.9994939,90.00000001
11.5,50.425,-3.563517643,0,199.9997163,90.00000001
12,50.425,-3.562112615,0,199.9997163,90.00000001
12.5,50.425,-3.560707586,0,200.000606,90.00000001
13,50.425,-3.559302557,0,200.0003835,90.00000001
13.5,50.425,-3.557897529,0,200.0008284,90.00000001
14,50.425,-3.556492501,0,200.0003835,90.00000001
14.5,50.425,-3.555087472,0,200.000606,90.00000001
15,50.425,-3.553682444,0,199.9997163,90.00000001
15.5,50.425,-3.552277415,0,199.9994939,90.00000001
16,50.425,-3.550872386,0,199.9994939,90.00000001
16.5,50.425,-3.549467357,0,199.9997163,90.00000001
17,50.425,-3.548062329,0,200.000606,90.00000001
17.5,50.425,-3.5466573,0,200.0003835,90.00000001
18,50.425,-3.545252272,0,200.0008284,90.00000001
18.5,50.425,-3.543847244,0,200.0003835,90.00000001
19,50.425,-3.542442215,0,200.000606,90.00000001
19.5,50.425,-3.541037187,0,199.9997163,90.00000001
20,50.425,-3.539632158,0,199.9997163,90.00000001
20.5,50.4249984,-3.538227133,-0.92959202,199.9981661,90.26646698
21,50.42499147,-3.536822149,-2.13771348,199.9888539,90.61776311
21.5,50.42497904,-3.535417257,-3.37716949,199.9720026,90.96905929
22,50.42496111,-3.534012513,-4.588772559,199.9467228,91.32035541
22.5,50.42493768,-3.532607967,-5.831710176,199.9154608,91.67165159
23,50.42490874,-3.531203672,-7.074647761,199.8764374,92.02294771
23.5,50.42487431,-3.529799684,-8.265361068,199.8289854,92.37424384
24,50.42483438,-3.528396053,-9.508298614,199.7737718,92.72554002
24.5,50.42478895,-3.526992833,-10.73382808,199.7121311,93.07683614
25,50.42473802,-3.525590076,-11.97328393,199.6413944,93.42813232
25.5,50.42468161,-3.524187837,-13.19881329,199.565565,93.77942844
26,50.4246197,-3.522786167,-14.41041618,199.4793049,94.13072457
26.5,50.4245523,-3.52138512,-15.63594545,199.3890641,94.48202075
27,50.42447941,-3.519984747,-16.85799309,199.2888372,94.83331687
27.5,50.42440105,-3.518585104,-18.08352228,199.1824054,95.184613
28,50.4243172,-3.51718624,-19.30905142,199.0675442,95.53590918
28.5,50.42422787,-3.51578821,-20.51369082,198.9458107,95.8872053
29,50.42413307,-3.514391067,-21.73921986,198.8156476,96.23850148
29.5,50.4240328,-3.512994863,-22.95082235,198.6786119,96.5897976
30,50.42392706,-3.51159965,-24.16242479,198.5342585,96.94109373
30.5,50.42381586,-3.510205481,-25.38447201,198.3816978,97.29238991
31,50.4236992,-3.508812409,-26.58911108,198.2242659,97.64368603
31.5,50.42357708,-3.507420487,-27.80071332,198.0575142,97.99498215
32,50.42344952,-3.506029766,-29.04016839,197.8814427,98.34627833
32.5,50.42331651,-3.5046403,-30.23088076,197.700277,98.69757446
33,50.42317806,-3.50325214,-31.43900112,197.5120155,99.04887064
33.5,50.42303418,-3.501865339,-32.66104786,197.3137663,99.40016676
34,50.42288487,-3.500479949,-33.87264966,197.1113124,99.75146288
34.5,50.42273013,-3.499096023,-35.08076974,196.898648,100.1027591
35,50.42256997,-3.497713613,-36.27148164,196.6797768,100.4540552
35.5,50.42240441,-3.496332769,-37.49004638,196.4538088,100.8053513
36,50.42223344,-3.494953546,-38.71557424,196.2198541,101.1566475
36.5,50.42205706,-3.493575995,-39.88887775,195.9808042,101.5079436
37,50.4218753,-3.492200167,-41.09699734,195.7313205,101.8592398
37.5,50.42168815,-3.490826115,-42.31556163,195.4758514,102.2105359
38,50.42149562,-3.489453891,-43.47145669,195.2130621,102.561832
38.5,50.42129772,-3.488083546,-44.69350239,194.9425076,102.9131282
39,50.42109446,-3.486715131,-45.88073175,194.6635203,103.2644243
39.5,50.42088584,-3.485348699,-47.07144263,194.3774347,103.6157205
40,50.42067187,-3.4839843,-48.27956145,194.0882543,103.9670166
