0,5,6,7,9,10,11,15,30
0,-239.9727047,176.7756164,125.6414328,-311.5266147,98.84421354,676.3149609,691.0606862,-632.4830396
0.5,-239.96835,176.8871874,125.6176636,-311.5847111,98.86188202,676.3105131,691.2458095,-632.3350689
1,-239.8468923,176.9181996,125.5792242,-311.5779499,98.93126583,676.2796258,691.3256075,-632.2345457
1.5,-239.7721874,176.9882193,125.4304559,-311.6877916,98.95733287,676.2030864,691.6068187,-632.0156398
2,-239.6579231,177.041499,125.293909,-311.728054,99.05977281,676.1209713,691.8436797,-631.7191636
2.5,-239.5915901,177.0644253,125.1703413,-311.7806511,99.04244542,676.0834897,692.0544261,-631.4939125
3,-239.4987645,177.1077108,125.0223267,-311.8611823,99.09181642,676.0041803,692.2760178,-631.2286943
3.5,-239.4639005,177.1931816,125.0935995,-311.8600209,99.11010701,676.0148755,692.2960132,-631.2628072
4,-239.44528,177.2261455,125.1477793,-311.801996,99.12330706,676.0295943,692.3533753,-631.2491805
4.5,-239.4248733,177.3000485,125.1768068,-311.7544326,99.18926665,676.0084046,692.386473,-631.2429863
5,-239.4282946,177.3031189,125.2354915,-311.7068208,99.2146511,676.0390386,692.3645911,-631.2229187
5.5,-239.3503933,177.3958846,125.2790043,-311.6908691,99.25120328,676.0925954,692.4314014,-631.2094846
6,-239.2718311,177.4381717,125.3796342,-311.5669019,99.33015718,676.0735245,692.5014266,-631.2161064
6.5,-239.2138087,177.5427444,125.4649186,-311.5407921,99.39720416,676.056072,692.5506154,-631.2081355
7,-239.1708216,177.6299457,125.4943909,-311.5097061,99.46341162,676.13253,692.5996038,-631.1538558
7.5,-239.1390708,177.6735035,125.5631131,-311.4370048,99.49165653,676.1205323,692.6154322,-631.1534682
8,-239.095378,177.7639261,125.6298215,-311.369757,99.56214361,676.1690603,692.6409915,-631.1534415
8.5,-239.0684313,177.8000889,125.6784311,-311.339887,99.59044733,676.1956864,692.6893401,-631.1234376
9,-239.0273186,177.9135458,125.7355097,-311.2542568,99.65580079,676.1620066,692.7249884,-631.0771878
9.5,-238.912849,177.9536705,125.7934033,-311.2053996,99.69837895,676.1975462,692.8150335,-631.0924648
10,-238.8987157,178.0187444,125.8483002,-311.1367867,99.74710414,676.2160163,692.797732,-631.1150815
10.5,-238.8485436,178.0938836,125.9225744,-311.1086441,99.81832235,676.2516181,692.8478783,-631.0899433
11,-238.7933627,178.1367164,125.9850925,-311.0928044,99.87250202,676.2945346,692.877836,-631.0289398
11.5,-238.8055152,178.1715193,126.0019963,-310.9955667,99.92917114,676.2839375,692.9379348,-631.0797189
12,-238.7564499,178.2675251,126.1002511,-310.9818163,99.97447661,676.3373366,692.9603547,-631.0450777
12.5,-238.7540159,178.3673329,126.1456442,-310.91569,99.97479036,676.3496809,692.9522291,-631.0635163
13,-238.6908016,178.4087225,126.2294414,-310.8601957,100.0187696,676.3496104,693.0181562,-631.0520564
13.5,-238.6577096,178.4722947,126.2663767,-310.7934679,100.0696813,676.3672563,693.0647294,-631.041907
14,-238.6011273,178.5072873,126.2907893,-310.7647174,100.1218545,676.392782,693.1149679,-631.0138505
14.5,-238.5682445,178.6314203,126.4328637,-310.7487908,100.1886077,676.4368716,693.1255282,-631.030261
15,-238.5358852,178.7126664,126.4501689,-310.6666891,100.2788831,676.4520506,693.1742202,-631.0017422
15.5,-238.4971322,178.7086777,126.5310529,-310.6129087,100.2850357,676.4763886,693.1716768,-631.0157189
16,-238.4258191,178.8177059,126.5900471,-310.5312392,100.3114259,676.5006716,693.2374198,-631.0249037
16.5,-238.3659617,178.8847086,126.6585377,-310.5247885,100.3887549,676.4768186,693.2509507,-630.9746537
17,-238.3591768,178.9469025,126.708917,-310.4336347,100.4226157,676.505635,693.2816382,-631.0079305
17.5,-238.3308183,178.9930582,126.7989784,-310.403937,100.435105,676.5078636,693.350646,-630.9563338
18,-238.3225392,179.0206816,126.8225281,-310.3624227,100.4702015,676.5133378,693.3847205,-630.9405751
18.5,-238.2239807,179.1205709,126.8796475,-310.329727,100.5402876,676.5514483,693.3698508,-630.9598259
19,-238.2340644,179.1378046,126.9208976,-310.271847,100.5967503,676.5505652,693.4631212,-630.9621226
19.5,-238.2005435,179.1908956,126.9711005,-310.2318547,100.6185866,676.5325709,693.4502335,-630.9160626
20,-238.1508279,179.2147773,127.0344814,-310.1905833,100.6744038,676.5884443,693.5195703,-630.9098825
20.5,-238.1075472,179.3369402,127.0822851,-310.113863,100.7243488,676.6036429,693.5127167,-630.8994431
21,-238.0462401,179.4114905,127.203228,-310.0314272,100.7822519,676.6279534,693.6015032,-630.8951591
21.5,-238.0594382,179.4765409,127.2136828,-309.9910097,100.8203401,676.6389827,693.5866885,-630.8707588
22,-237.9610995,179.5920619,127.2777031,-309.9692335,100.8727978,676.6938592,693.7139558,-630.8936539
22.5,-237.8942528,179.6535766,127.346406,-309.9153428,100.9089837,676.7040356,693.7010948,-630.88675
23,-237.8797356,179.6547552,127.4026801,-309.9161621,100.9413613,676.7055845,693.7161331,-630.8651182
23.5,-237.8567805,179.7280983,127.4881186,-309.7800184,100.9933965,676.6916134,693.7053216,-630.8569088
24,-237.8099685,179.8163055,127.5103059,-309.7658773,101.0150362,676.6922091,693.7946182,-630.8716628
24.5,-237.8163993,179.870533,127.5880476,-309.7068332,101.0831952,676.7460511,693.8226809,-630.8442524
25,-237.737944,179.8926089,127.6346908,-309.6914535,101.1153682,676.7790179,693.871072,-630.830436
25.5,-237.7518046,180.0469916,127.6980371,-309.6278453,101.1652007,676.789658,693.9116823,-630.8135151
26,-237.6401712,180.0715724,127.7238543,-309.552564,101.2383926,676.8021917,693.937295,-630.7402802
26.5,-237.6274242,180.14403,127.8076002,-309.5364145,101.300196,676.8138613,693.9595032,-630.7926198
27,-237.5442919,180.2317288,127.9369342,-309.4207237,101.3889115,676.871013,694.0134122,-630.7884933
27.5,-237.532547,180.3028415,127.9909457,-309.4359856,101.4449365,676.9022458,694.0449891,-630.7618138
28,-237.5100691,180.3225384,127.9911644,-309.3840168,101.4239816,676.8973243,694.0674378,-630.7515935
28.5,-237.4501514,180.4378002,128.0968811,-309.3111235,101.4832706,676.9157235,694.1391581,-630.7511375
29,-237.4242523,180.4761803,128.1396653,-309.2852691,101.5071,676.9440739,694.1635961,-630.7482567
29.5,-237.379649,180.53246,128.1850086,-309.2192675,101.5358218,676.946764,694.1890197,-630.7426375
30,-237.359641,180.5592057,128.2467253,-309.1672446,101.6181431,676.9264127,694.211126,-630.690455
30.5,-237.274465,180.6268642,128.3051318,-309.1481124,101.6092392,676.9539882,694.2529141,-630.7170749
31,-237.2836883,180.6931835,128.3564718,-309.0803254,101.7225096,676.9525626,694.2904172,-630.6838464
31.5,-237.2036237,180.7914919,128.4250785,-309.005417,101.7420159,676.9593182,694.3347119,-630.7213876
32,-237.1738929,180.8433022,128.508114,-308.9493596,101.8413476,677.0385371,694.3716687,-630.6710239
32.5,-237.1391764,180.9872907,128.7736606,-308.7745841,101.8779305,677.1088471,694.2497797,-630.9155354
33,-237.171855,181.0481372,128.9823194,-308.582738,101.9286666,677.2311601,694.0999941,-631.1519974
33.5,-237.1859512,181.0989831,129.2626131,-308.420971,101.9803941,677.3861471,693.9073622,-631.3179888
34,-237.1841934,181.162903,129.5433898,-308.2236477,102.028563,677.4722586,693.7449366,-631.5724349
34.5,-237.1284873,181.2055334,129.5616272,-308.132259,102.0572023,677.4003891,693.7929437,-631.5896662
35,-237.039839,181.217336,129.5784966,-308.0515317,102.068011,677.3813963,693.8322853,-631.5143357
35.5,-237.0365845,181.2636228,129.6762103,-307.9218122,102.2025053,677.3642319,693.8432029,-631.5894964
36,-236.9887135,181.2927994,129.7543688,-307.8207917,102.1910327,677.3863292,693.8406621,-631.6674908
36.5,-236.9246895,181.3854982,129.8481102,-307.7338216,102.2566357,677.4052247,693.8021391,-631.6580674
37,-236.8991905,181.4525197,129.9297329,-307.6706917,102.2348727,677.4309763,693.8052553,-631.7266562
37.5,-236.8495016,181.5113639,130.0358153,-307.5580037,102.3283724,677.4879402,693.8397826,-631.7933295
38,-236.8297861,181.5857497,130.1734437,-307.4933573,102.4052311,677.5104873,693.7799048,-631.8420686
38.5,-236.8277523,181.663056,130.2491564,-307.4964263,102.4324929,677.5913082,693.7757312,-631.9000575
39,-236.8248025,181.8031872,130.3872127,-307.4071987,102.4657534,677.6554482,693.7383943,-631.9472173
39.5,-236.8080583,181.8786582,130.4741935,-307.4023942,102.5220342,677.7381509,693.7700388,-631.9166193
40,-236.7995119,182.0207912,130.6438278,-307.3650167,102.5804328,677.8079285,693.7897805,-631.934514
40.5,-236.7757534,182.0684369,130.8757004,-307.1588787,102.6250755,677.9313164,693.6200693,-632.1812469
41,-236.8958416,182.1705194,131.1337765,-307.0412795,102.6021078,678.03469,693.4385913,-632.4276553
41.5,-236.8751008,182.2057042,131.4017734,-306.8332001,102.7122929,678.1304477,693.2716122,-632.6384588
42,-236.8660216,182.2864829,131.6799249,-306.7137037,102.7431105,678.2276986,693.1231074,-632.8624562
42.5,-236.8212072,182.3527569,131.6993691,-306.6330902,102.791916,678.2456233,693.1880644,-632.8640378
43,-236.7929618,182.4043005,131.8120407,-306.5847567,102.7811201,678.2459975,693.2119385,-632.8475378
43.5,-236.7694848,182.4800503,131.7739512,-306.561219,102.8334201,678.2919133,693.2558202,-632.830219
44,-236.7220479,182.5878998,131.9143442,-306.5095764,102.9349483,678.3095625,693.283643,-632.8074097
44.5,-236.670626,182.6325061,131.9795201,-306.4384623,102.990113,678.3021286,693.3462092,-632.7812683
45,-236.5855764,182.6886144,131.9982909,-306.3555349,103.0394539,678.3485879,693.3442316,-632.800172
45.5,-236.6057415,182.7567142,132.109486,-306.3654639,103.1126839,678.3514609,693.3968228,-632.8160394
46,-236.5317996,182.868323,132.1323193,-306.2560756,103.123205,678.3598267,693.4033743,-632.7774112
46.5,-236.5068016,182.9321123,132.1786014,-306.289638,103.1935514,678.3899112,693.4415837,-632.715708
47,-236.4837348,182.99216,132.2660203,-306.192694,103.216987,678.4209688,693.4661109,-632.7910215
47.5,-236.4481012,183.0137521,132.371611,-306.1662043,103.2716566,678.4425076,693.5147258,-632.6923589
48,-236.3810106,183.0745593,132.3870788,-306.1366508,103.2737406,678.4554769,693.5194929,-632.7503125
48.5,-236.3276077,183.1549024,132.461912,-306.0198633,103.3313828,678.4638728,693.5736736,-632.737931
49,-236.3325916,183.2009975,132.5145005,-306.015844,103.4200188,678.4991703,693.6396043,-632.6982353
49.5,-236.2771192,183.2579309,132.5784785,-305.8766801,103.4325837,678.4682272,693.6672483,-632.6745251
50,-236.2310233,183.3468052,132.639109,-305.8749825,103.4614422,678.5117651,693.6977767,-632.7378168
50.5,-236.1549298,183.3862756,132.659701,-305.8270201,103.4904573,678.5307514,693.7343174,-632.6750875
51,-236.1706811,183.4562884,132.7859017,-305.7479402,103.558815,678.5667994,693.8072334,-632.7239807
51.5,-236.1107693,183.54464,132.7891904,-305.720221,103.6003724,678.5341178,693.8418893,-632.6906778
52,-236.0527474,183.5881858,132.8431757,-305.6711492,103.6469096,678.5527826,693.871977,-632.6482953
52.5,-236.0226636,183.655107,132.9151831,-305.62763,103.7110985,678.5840446,693.9069036,-632.6387644
53,-236.018578,183.7189403,132.9874462,-305.5847379,103.7697695,678.615057,693.9247542,-632.6033376
53.5,-235.9148279,183.8366825,133.0298443,-305.4779095,103.8358798,678.6483151,693.9761668,-632.6546906
54,-235.8611184,183.8908941,133.1010285,-305.4710037,103.8994183,678.6653959,693.9505731,-632.5979462
54.5,-235.8205702,183.9569052,133.1795379,-305.4063699,103.9722726,678.6896298,694.0437066,-632.608712
55,-235.7713738,184.0549671,133.2408615,-305.3103565,103.9573551,678.7257616,694.1120454,-632.617051
55.5,-235.7165798,184.0503616,133.2748016,-305.2758451,104.066642,678.7238081,694.1663301,-632.5534797
56,-235.6732874,184.1906383,133.3873384,-305.2353541,104.1054987,678.752323,694.1522985,-632.5555905
56.5,-235.6624717,184.2022745,133.3792092,-305.193486,104.1507433,678.7179118,694.2178791,-632.5579206
57,-235.6115486,184.2985654,133.464216,-305.1175134,104.1964033,678.7830122,694.2626493,-632.5174287
57.5,-235.5634913,184.3434232,133.5073274,-305.0627954,104.2195337,678.7455602,694.2695926,-632.5250829
58,-235.4950092,184.3452816,133.6095826,-304.9975239,104.2956026,678.760027,694.3093852,-632.4931535
58.5,-235.4625973,184.4511923,133.6410835,-304.977511,104.3505603,678.8136919,694.3453967,-632.5165871
59,-235.4704078,184.5370921,133.6958984,-304.8979268,104.377822,678.8690818,694.3652427,-632.5175969
59.5,-235.4228023,184.5664569,133.7352689,-304.8716926,104.4453391,678.8604419,694.4299111,-632.504128
60,-235.3686773,184.6315467,133.8375598,-304.8469771,104.4618795,678.8409422,694.4184371,-632.4904682
60.5,-235.3480151,184.7189366,133.8584385,-304.7879571,104.4748045,678.9332954,694.4366654,-632.4554395
61,-235.3193307,184.7832678,133.932292,-304.7774324,104.5254289,678.9345347,694.5298765,-632.4788324
61.5,-235.2713305,184.8725935,133.9984135,-304.7343363,104.5878093,678.9380232,694.5378399,-632.4512067
62,-235.256121,184.8951891,134.0734413,-304.6673156,104.6202368,678.9695513,694.5577691,-632.45013
62.5,-235.1847849,185.0007893,134.1477171,-304.5947847,104.6575075,678.9379133,694.6195293,-632.4529056
63,-235.1833696,185.0696291,134.1764835,-304.5619246,104.718669,678.9984885,694.6413989,-632.4237495
63.5,-235.1164647,185.0904686,134.271942,-304.5046226,104.7364997,678.9764244,694.6363589,-632.4449934
64,-235.1146444,185.1638868,134.3140288,-304.4799194,104.8041551,679.0326485,694.7077714,-632.3947896
64.5,-235.0382336,185.2139598,134.3598131,-304.4381767,104.8247413,679.0129586,694.7446944,-632.3878823
65,-235.0039047,185.2715491,134.3849323,-304.3558001,104.8244694,679.0314597,694.7356559,-632.4265008
65.5,-234.9376383,185.3115279,134.4318884,-304.2822999,104.9296547,678.9940132,694.8673536,-632.3971935
66,-234.9136893,185.3598763,134.5170574,-304.2266515,104.9879393,679.0064449,694.8268319,-632.3634928
66.5,-234.9227905,185.4139318,134.6042956,-304.2086787,105.0362103,679.0579177,694.8747322,-632.4014498
67,-234.8504321,185.5177515,134.6340359,-304.1608261,105.0892627,679.0886124,694.9421166,-632.3066577
67.5,-234.7945335,185.5904981,134.658384,-304.0997941,105.1522216,679.141258,694.9752376,-632.3312771
68,-234.7522774,185.6564422,134.7424383,-304.0618486,105.1767857,679.1153798,694.9970645,-632.2885975
68.5,-234.7010631,185.725159,134.8187819,-304.0080335,105.2171277,679.1571034,695.0457689,-632.2862146
69,-234.675422,185.7796409,134.8891016,-303.9577159,105.2940214,679.1738627,695.0821563,-632.3365375
69.5,-234.6211472,185.8890411,134.9664644,-303.8777953,105.3007175,679.1859737,695.1345075,-632.2992965
70,-234.5963581,185.9282382,134.9959238,-303.8128271,105.408343,679.2169129,695.1272751,-632.2842874
70.5,-234.5281102,185.9987189,135.0487655,-303.7810695,105.4415505,679.2256177,695.1701686,-632.279743
71,-234.5173319,186.0569898,135.1272117,-303.7326587,105.4721446,679.2162744,695.1931786,-632.2683423
71.5,-234.4221496,186.1032361,134.970385,-303.8284504,105.4973061,679.2026599,695.4748876,-632.0031535
72,-234.3371136,186.1402092,134.8455621,-303.8629779,105.5331637,679.090664,695.6744048,-631.7490385
72.5,-234.227563,186.1967547,134.7130982,-303.9604516,105.5902841,678.991511,695.9189935,-631.5062714
73,-234.11442,186.2308965,134.5621863,-304.0324865,105.7052552,678.9446644,696.1180952,-631.2791869
73.5,-234.0535532,186.2515234,134.5705517,-303.937251,105.7095652,678.8905492,696.209729,-631.178196
74,-233.9849526,186.2807249,134.6017042,-303.8779943,105.7690595,678.8775809,696.2305813,-631.1802158
74.5,-233.9127355,186.3124058,134.585905,-303.8225235,105.764382,678.8713258,696.3353439,-631.1144144
75,-233.796486,186.3251554,134.6339494,-303.724858,105.8692844,678.775964,696.4238293,-631.0671321
75.5,-233.7387717,186.3917941,134.5620917,-303.7086105,105.9321137,678.8077839,696.5371855,-630.9836613
76,-233.6897649,186.4707913,134.560761,-303.6717322,105.9860625,678.7495133,696.5938422,-630.8929538
76.5,-233.6710255,186.5198987,134.6180492,-303.6788966,106.055795,678.7621058,696.6690455,-630.8477291
77,-233.6156649,186.614475,134.6053512,-303.661,106.0576776,678.7290595,696.7701701,-630.805747
77.5,-233.5675485,186.6747197,134.6833133,-303.6529475,106.0911327,678.8255456,696.838183,-630.7620608
78,-233.5497254,186.7736778,134.7171739,-303.6206364,106.1421026,678.8554897,696.9082002,-630.6790436
78.5,-233.5506098,186.8726941,134.8057772,-303.653254,106.2129616,678.932735,696.899491,-630.6756806
79,-233.5529659,186.9822609,134.8837026,-303.6269429,106.2397658,679.0278435,696.9640199,-630.6726669
79.5,-233.4488575,186.9933619,134.7571611,-303.7471542,106.2670156,678.9209485,697.1982716,-630.41421
80,-233.3728971,187.0502689,134.622394,-303.8234402,106.3663169,678.8457528,697.4263812,-630.1590727
80.5,-233.2339234,187.122563,134.4882978,-303.881906,106.3776143,678.7577673,697.655129,-629.8724444
81,-233.1804903,187.182277,134.3732586,-303.9923334,106.4343532,678.7114753,697.9196949,-629.6986714
81.5,-233.1035019,187.2361664,134.4403862,-303.9344369,106.479647,678.726525,697.912183,-629.6423339
82,-233.0585315,187.3159212,134.4423129,-303.8752125,106.5603531,678.7361289,697.9786375,-629.6449979
82.5,-233.0325861,187.3804964,134.5194975,-303.8181439,106.5839399,678.7517076,698.0493221,-629.6208453
83,-233.0059707,187.4089097,134.5445443,-303.7429737,106.6470414,678.7819191,698.0422288,-629.6114931
83.5,-232.9345213,187.5145041,134.621701,-303.6691771,106.6788634,678.7903491,698.0798873,-629.6236844
84,-232.9411716,187.5916506,134.6753705,-303.6769341,106.7119328,678.8275541,698.1391479,-629.6025892
84.5,-232.8213196,187.6436202,134.7853599,-303.6186255,106.8047442,678.8514522,698.1818184,-629.5790635
85,-232.8277166,187.6695175,134.8286911,-303.5566949,106.7798168,678.8124707,698.1980881,-629.5546359
85.5,-232.8016936,187.7216558,134.8640395,-303.4569925,106.8252983,678.8574398,698.2274746,-629.5544769
86,-232.7401645,187.7645119,134.9351823,-303.4515189,106.8967286,678.8161318,698.2597327,-629.5580188
86.5,-232.7385456,187.8425429,134.9957804,-303.3537836,106.9077071,678.9094593,698.2912205,-629.5402131
87,-232.7072762,187.9007873,135.073485,-303.3512954,106.9687668,678.912042,698.280191,-629.564681
87.5,-232.6499075,188.0207671,135.1565075,-303.3392705,107.0320875,678.96895,698.3551071,-629.5321483
88,-232.5901082,188.0921394,135.1930275,-303.2519858,107.1132783,678.9816312,698.4469161,-629.4969044
88.5,-232.5626156,188.1736435,135.2589886,-303.1826723,107.1665548,678.9935925,698.4436482,-629.4913142
89,-232.4348699,188.2301975,135.2510004,-303.1164256,107.2372868,679.0278254,698.5056044,-629.4742511
89.5,-232.416319,188.2906859,135.343748,-303.0822766,107.3137399,679.0442671,698.5543691,-629.4941114
90,-232.3655676,188.3420949,135.4036267,-302.9688127,107.3546483,679.0297663,698.5667645,-629.4486035
90.5,-232.368413,188.4444794,135.4854374,-302.9365562,107.4085548,679.0721404,698.6081435,-629.4510431
91,-232.3083656,188.4670655,135.5342152,-302.9112659,107.4041351,679.0550367,698.6549686,-629.4189812
91.5,-232.3167012,188.5655525,135.6047876,-302.870225,107.4781479,679.089869,698.6444158,-629.4555388
92,-232.2503881,188.5565715,135.6422262,-302.821277,107.4947855,679.0989258,698.6810102,-629.4330208
92.5,-232.2411554,188.6729615,135.7151839,-302.7787995,107.5157605,679.1335539,698.7117072,-629.4281901
93,-232.207072,188.709814,135.7656426,-302.7222372,107.5482506,679.1254759,698.7413376,-629.4046899
93.5,-232.1266896,188.7171613,135.8390668,-302.6848865,107.6096397,679.1472909,698.78469,-629.4004757
94,-232.0676952,188.8001814,135.8537999,-302.6360389,107.6423275,679.1088596,698.8590439,-629.3774481
94.5,-232.0526793,188.8437525,135.9192054,-302.5821294,107.7208498,679.1703563,698.8412864,-629.397434
95,-231.9935142,188.8978342,135.9466239,-302.4879704,107.7473041,679.159878,698.9158413,-629.388649
95.5,-231.9521976,189.0090854,136.0587476,-302.4900131,107.8130672,679.2269768,698.9490282,-629.3482371
96,-231.9641619,189.0903147,136.1338608,-302.399343,107.8399818,679.2445486,698.9665605,-629.3713737
96.5,-231.8770404,189.1310409,136.1731248,-302.3470813,107.9176572,679.2204289,699.0167471,-629.3399869
97,-231.79197,189.2116684,136.2675913,-302.2892314,107.9831625,679.2325978,699.066591,-629.3294034
97.5,-231.8406045,189.2863201,136.2412895,-302.2532909,108.0105042,679.2375939,699.1346816,-629.281207
98,-231.7670256,189.3364528,136.3547441,-302.1783027,108.0487981,679.2716017,699.1447767,-629.2806411
98.5,-231.7387108,189.3684045,136.4236595,-302.1536298,108.1120814,679.2599499,699.1355592,-629.3275662
99,-231.682936,189.3936895,136.4876016,-302.0703722,108.1340309,679.2995313,699.20266,-629.2919783
