0,5,6,7,9,10,11,15,30
0,20900805.52,21303508.29,24665467.83,22561399.39,20206719.21,22837748.13,22243173.47,24180826.31
0.5,20900686.22,21303595.57,24665530.38,22561245.14,20206768.82,22838088.17,22243515.65,24180507.75
1,20900565.71,21303685.11,24665592.12,22561084.44,20206820,22838422.45,22243860.55,24180191.29
1.5,20900447.29,21303772.4,24665653.5,22560933.02,20206869.29,22838764.8,22244211.28,24179879.43
2,20900331.66,21303861.03,24665716.74,22560773.32,20206915.03,22839101.53,22244551.35,24179559.51
2.5,20900208.51,21303953.19,24665784.49,22560618.97,20206967.61,22839437.76,22244902.27,24179245.75
3,20900087.84,21304038.19,24665844.38,22560466.94,20207015.5,22839775.3,22245248.01,24178927.54
3.5,20899966.8,21304125.91,24665907.1,22560308.62,20207066.09,22840111.42,22245595.56,24178610.86
4,20899847.47,21304216.13,24665963.92,22560151.78,20207118.22,22840450.99,22245941.09,24178299.21
4.5,20899730.99,21304305.23,24666028.84,22559999.15,20207171.22,22840790.18,22246283.18,24177979.55
5,20899609.26,21304393.28,24666095.25,22559838.75,20207216.43,22841130.08,22246632.98,24177666.93
5.5,20899491.34,21304484.28,24666153.6,22559681.19,20207264.5,22841460.51,22246977.22,24177350.44
6,20899371.91,21304569.64,24666216.27,22559531.65,20207316.12,22841810.41,22247320.31,24177031.73
6.5,20899251.74,21304657.7,24666280.09,22559373.55,20207363.63,22842140.99,22247670.45,24176719.13
7,20899129.84,21304746.33,24666342.01,22559216.59,20207413.14,22842480.07,22248016.91,24176407.12
7.5,20899011.64,21304830.83,24666407.25,22559061.5,20207461.75,22842819.42,22248361.71,24176089.35
8,20898893.18,21304927.23,24666468.53,22558908.3,20207514.81,22843154.96,22248709.65,24175773.73
8.5,20898770.75,21305013.72,24666528.81,22558752.56,20207561.05,22843497.35,22249057.53,24175458.36
9,20898655.18,21305104.51,24666596.38,22558594.17,20207614.11,22843833.82,22249401.55,24175140.35
9.5,20898529.78,21305188.4,24666653.83,22558437.03,20207664.01,22844170.79,22249746.77,24174820.84
10,20898412.93,21305283.48,24666721.03,22558279.58,20207715.71,22844507.46,22250094.78,24174509.19
10.5,20898295.16,21305370.26,24666784.28,22558126.61,20207763.98,22844850.26,22250437.81,24174199.45
11,20898173.73,21305461.66,24666845.07,22557972.15,20207815.83,22845184.8,22250786.89,24173876.2
11.5,20898056.41,21305547.83,24666909.41,22557816.18,20207861.68,22845523.83,22251132.53,24173563.66
12,20897938.54,21305640.34,24666974.56,22557660.63,20207911.8,22845860.1,22251477.99,24173249.32
12.5,20897814.41,21305727.01,24667032.36,22557505.44,20207959.76,22846197.08,22251826.96,24172932.72
13,20897696.69,21305817.82,24667099.96,22557347.69,20208008.89,22846536.23,22252170.06,24172617.6
13.5,20897580.53,21305907.3,24667165.53,22557193.46,20208056.74,22846881.12,22252520.47,24172304.31
14,20897458.81,21305993.49,24667225,22557038.36,20208114.82,22847214.39,22252865.95,24171984.87
14.5,20897338.34,21306084.14,24667292.82,22556886.85,20208158.95,22847550.56,22253214.65,24171671.74
15,20897220.2,21306174.13,24667353.76,22556729,20208212.73,22847889.11,22253558.41,24171356.46
15.5,20897099.92,21306261.18,24667416.02,22556573.89,20208265.95,22848225.65,22253907.33,24171037.88
